date,Open,High,Low,Close,Volume
2025-08-04,245.9,252.91,245.9,252.53,8614784.0
2025-08-01,247.83,248.41,242.0,244.42,12718218.0
2025-07-31,255.765,260.87,253.318,253.77,15548726.0
2025-07-30,248.64,251.05,245.6,250.6,8441378.0
2025-07-29,248.7,253.07,246.59,249.98,8415324.0
2025-07-28,246.0,247.78,243.42,247.71,6756775.0
2025-07-25,242.34,245.47,241.43,245.12,7149571.0
2025-07-24,242.41,244.08,240.5601,242.83,8237851.0
2025-07-23,239.95,243.42,238.66,241.9,7255797.0
2025-07-22,241.98,242.29,235.4101,238.11,11380866.0
2025-07-21,245.31,246.8,243.24,243.54,7348362.0
2025-07-18,248.5,249.68,245.0,245.45,9678072.0
2025-07-17,243.34,251.5999,242.01,248.75,17631328.0
2025-07-16,235.5,241.33,233.19,241.3,12597452.0
2025-07-15,232.405,235.6,229.2,234.96,10728795.0
2025-07-14,229.45,230.64,225.12,229.28,11336967.0
2025-07-11,231.37,234.0,229.87,230.56,10208178.0
2025-07-10,239.94,240.055,233.5,235.0,11486345.0
2025-07-09,235.51,236.51,232.0,235.81,10871629.0
2025-07-08,237.13,241.4385,233.19,234.5,20401777.0
2025-07-07,235.11,235.25,229.5,232.26,16584266.0
2025-07-03,233.22,237.9899,231.2,237.32,18441376.0
2025-07-02,217.68,231.9,216.72,229.98,22326900.0
2025-07-01,219.3,223.17,216.3079,218.96,16962196.0
2025-06-30,226.5,228.22,218.3801,218.63,31844231.0
2025-06-27,213.69,214.65,209.96,210.24,14127502.0
2025-06-26,212.0,214.42,210.3587,212.82,10531112.0
2025-06-25,214.9399,216.9299,210.23,210.72,11804604.0
2025-06-24,209.99,216.365,208.55,215.27,19030617.0
2025-06-23,205.505,207.27,202.54,207.04,13418393.0
2025-06-20,213.35,213.8,204.64,205.17,20879095.0
2025-06-18,211.085,214.7199,209.5701,210.87,15055390.0
2025-06-17,210.66,215.88,207.4805,208.18,17819162.0
2025-06-16,213.2,215.17,209.9763,211.1,22665299.0
2025-06-13,201.58,216.5999,201.2,215.22,53707361.0
2025-06-12,189.96,202.49,188.88,199.86,54609995.0
2025-06-11,177.55,179.55,176.2,176.38,18002910.0
2025-06-10,177.71,177.85,174.28,177.48,11056716.0
2025-06-09,174.86,178.72,173.79,177.15,9668911.0
2025-06-06,174.0,174.79,172.6601,174.02,6833674.0
2025-06-05,169.0,172.2599,168.755,171.14,7710284.0
2025-06-04,169.71,170.48,167.57,168.1,6375793.0
2025-06-03,166.8,169.33,166.59,169.14,7155281.0
2025-06-02,164.165,167.0,162.6,166.57,7165969.0
2025-05-30,163.43,165.75,161.5501,165.53,17547858.0
2025-05-29,165.0,165.32,161.49,162.9,6995831.0
2025-05-28,161.865,164.32,161.28,163.85,8090652.0
2025-05-27,159.32,162.4,158.92,161.91,6976813.0
2025-05-23,154.99,157.375,154.2572,155.97,6527516.0
2025-05-22,156.975,159.19,156.82,157.31,7603261.0
2025-05-21,158.35,160.9,156.459,157.18,6011038.0
2025-05-20,158.63,160.36,157.53,160.31,7576418.0
2025-05-19,158.3,161.9699,157.8289,159.64,10268917.0
2025-05-16,160.0,160.84,158.52,160.49,8515458.0
2025-05-15,161.36,161.74,158.91,159.4,10169217.0
2025-05-14,162.36,163.41,161.0578,162.95,7499392.0
2025-05-13,158.22,163.22,157.57,162.27,11955157.0
2025-05-12,156.31,157.43,154.4165,157.22,7875461.0
2025-05-09,150.04,151.7991,149.79,150.34,4707130.0
2025-05-08,149.05,151.81,148.61,150.3,6113612.0
2025-05-07,147.5,149.9,147.24,149.37,6051937.0
2025-05-06,146.98,148.941,145.72,147.7,5108595.0
2025-05-05,149.435,150.82,148.5201,149.29,5187449.0
2025-05-02,148.33,153.06,148.33,150.73,11345977.0
2025-05-01,146.56,148.64,145.335,145.49,11525751.0
2025-04-30,138.48,141.3,135.565,140.72,9443538.0
2025-04-29,139.81,141.16,139.55,140.79,4851458.0
2025-04-28,139.65,140.67,138.08,140.14,6985102.0
2025-04-25,137.49,139.0,136.755,138.49,5476378.0
2025-04-24,132.51,137.86,132.0,137.51,7305887.0
2025-04-23,134.91,135.87,130.99,131.4,9528873.0
2025-04-22,124.5,127.99,123.39,127.24,11233702.0
2025-04-21,126.885,127.195,121.235,122.82,12201231.0
2025-04-17,130.9,131.3,128.44,128.62,8925522.0
2025-04-16,132.28,132.5368,127.85,129.76,8295176.0
2025-04-15,134.76,136.482,133.72,133.94,8629959.0
2025-04-14,136.8,136.8,132.87,134.64,8217740.0
2025-04-11,132.11,133.0,128.84,132.35,10190175.0
2025-04-10,136.65,136.65,129.255,133.35,12401562.0
2025-04-09,123.4,140.59,123.4,139.69,17761994.0
2025-04-08,132.54,132.99,121.695,124.5,11950277.0
2025-04-07,118.86,134.11,118.86,127.16,19482652.0
2025-04-04,132.91,133.82,126.95,128.27,14986861.0
2025-04-03,139.25,141.4,136.64,137.23,14433768.0
2025-04-02,139.86,147.89,139.86,145.86,11594432.0
2025-04-01,139.76,143.25,138.76,141.94,9518457.0
2025-03-31,138.64,140.59,136.76,139.81,15509923.0
2025-03-28,143.78,145.65,139.11,140.87,13144486.0
2025-03-27,145.85,147.04,144.92,145.78,9148321.0
2025-03-26,152.89,153.03,146.56,147.8,13222521.0
2025-03-25,154.51,155.6,153.05,153.93,8521249.0
2025-03-24,156.34,156.605,154.03,154.87,7848332.0
2025-03-21,151.65,153.84,150.11,152.23,17620224.0
2025-03-20,151.58,154.49,150.82,152.72,7051615.0
2025-03-19,150.06,154.07,150.0,152.45,6909504.0
2025-03-18,152.37,152.415,148.63,149.45,9402508.0
2025-03-17,150.4,155.75,150.4,154.01,9884994.0
2025-03-14,148.915,150.88,147.88,149.27,9329964.0
2025-03-13,149.79,150.17,145.48,147.66,14187662.0
2025-03-12,146.23,152.23,145.0121,150.89,15373853.0
2025-03-11,143.42,145.78,137.7,144.18,27200233.0
2025-03-10,150.53,152.52,146.8,148.79,19118093.0
2025-03-07,150.62,156.48,148.5,155.16,12646488.0
2025-03-06,157.155,157.155,149.7286,150.94,12321246.0
2025-03-05,158.06,162.4853,157.05,161.56,7140996.0
2025-03-04,159.22,159.76,153.52,157.47,13171897.0
2025-03-03,166.95,167.12,161.13,162.02,8081840.0
2025-02-28,163.11,166.15,160.81,166.06,12843286.0
2025-02-27,173.0,174.86,164.58,164.76,7436810.0
2025-02-26,170.98,173.87,169.125,172.47,6915115.0
2025-02-25,169.29,170.6,164.441,168.54,8316085.0
2025-02-24,173.57,174.17,164.66,169.96,10639053.0
2025-02-21,176.12,176.875,167.55,167.81,9713871.0
2025-02-20,179.81,180.27,174.43,176.0,8737035.0
2025-02-19,178.58,181.68,175.7,181.52,8688500.0
2025-02-18,176.75,182.24,176.09,179.8,11430497.0
