Date,Open,High,Low,Close,Volume,Dividends,Stock Splits
2022-01-03 00:00:00+01:00,8.96804029380089,9.156840962036915,8.96804029380089,9.104921340942383,463912,0.0,0.0
2022-01-04 00:00:00+01:00,9.090761733937475,9.213482403898297,8.986921582558015,9.0058012008667,698061,0.0,0.0
2022-01-05 00:00:00+01:00,8.986920877946833,9.114360767288513,8.930280226916281,9.081320762634277,380356,0.0,0.0
2022-01-06 00:00:00+01:00,8.968040901721608,9.010521167488417,8.897240758867811,8.996360778808594,719163,0.0,0.0
2022-01-07 00:00:00+01:00,9.034121069371496,9.034121069371496,8.86420090367368,8.916120529174805,367426,0.0,0.0
2022-01-10 00:00:00+01:00,8.958600903794167,8.972761292886844,8.694279942639678,8.713159561157227,532377,0.0,0.0
2022-01-11 00:00:00+01:00,8.722598404258317,8.892519444689498,8.722598404258317,8.74147891998291,500070,0.0,0.0
2022-01-12 00:00:00+01:00,8.812280148302529,8.991640568608421,8.765079753399087,8.930280685424805,598987,0.0,0.0
2022-01-13 00:00:00+01:00,8.920839680421079,9.067160082140918,8.859479802368428,8.972760200500488,457968,0.0,0.0
2022-01-14 00:00:00+01:00,8.892520468616251,8.901960727565543,8.769799803093376,8.864200592041016,507253,0.0,0.0
2022-01-17 00:00:00+01:00,8.968040156910554,9.095480943626809,8.859479886866005,9.038840293884277,1809795,0.0,0.0
2022-01-18 00:00:00+01:00,8.963320925308016,9.010521321441228,8.906681170166303,8.916120529174805,585585,0.0,0.0
2022-01-19 00:00:00+01:00,8.82643998470732,9.010520523015455,8.76979933431188,8.925559997558594,614648,0.0,0.0
2022-01-20 00:00:00+01:00,8.953879906080962,9.104921340942383,8.864200151339226,9.104921340942383,354439,0.0,0.0
2022-01-21 00:00:00+01:00,9.015241009916293,9.166281549933183,8.765079552842924,8.887800216674805,870759,0.0,0.0
2022-01-24 00:00:00+01:00,8.779239451921166,8.793398939088434,8.283636694797403,8.321396827697754,930740,0.0,0.0
2022-01-25 00:00:00+01:00,8.354438404217266,8.387478410630568,8.108997070471816,8.212837219238281,754159,0.0,0.0
2022-01-26 00:00:00+01:00,8.212836233895562,8.529077672052818,8.208116104935298,8.448837280273438,512430,0.0,0.0
2022-01-27 00:00:00+01:00,8.29779777238338,8.500758841205705,8.274198024960036,8.39219856262207,467125,0.0,0.0
2022-01-28 00:00:00+01:00,8.39219931694482,8.420519196452863,8.193958359843045,8.349719047546387,441657,0.0,0.0
2022-01-31 00:00:00+01:00,8.363877353960499,8.486598014831543,8.260037210272356,8.486598014831543,445935,0.0,0.0
2022-02-01 00:00:00+01:00,8.55739747045912,8.651798248291016,8.48187720830262,8.651798248291016,1268511,0.0,0.0
