Date,Open,High,Low,Close,Volume,Dividends,Stock Splits,Moving Average_Signal,Moving Average_Returns,Moving Average_Equity,SMA_Short,SMA_Long,Equity_Curve,RSI_Signal,RSI_Returns,RSI_Equity,RSI,Breakout Range_Signal,Breakout Range_Returns,Breakout Range_Equity,High_Range,Low_Range,Breakout_Haut,Breakout_Bas,Breakout_Equity,Bollinger Bands_Signal,Bollinger Bands_Returns,Bollinger Bands_Equity,bb_middle,bb_upper,bb_lower,ATR,Entry_Price,Stop_Loss_ATR_L,Take_Profit_ATR_L,Stop_Loss_ATR_S,Take_Profit_ATR_S,PSAR,Stop_Loss
2022-01-24 00:00:00+01:00,8.838865640923016,8.853121295447675,8.339896885659217,8.377913475036621,930740,0.0,0.0,0,-0.0,1.0,8.930580139160156,,1.0,0,-0.0,1.0,33.56010938038261,0,-0.0,1.0,,,False,False,1.0,0,-0.0,1.0,,,,0.25140466105230186,8.948163032531738,8.571056040953286,9.702377015688644,9.325270024110191,8.193949049374833,9.22853571314596,9.22853571314596
2022-01-25 00:00:00+01:00,8.4111786096597,8.444443011377748,8.164070330629961,8.26861572265625,754159,0.0,0.0,0,-0.0,1.0,8.877356815338135,,1.0,1,-0.0,1.0,29.46429971299291,0,-0.0,1.0,,,False,False,1.0,0,-0.0,1.0,,,,0.25347380531626507,8.377913475036621,7.997702767062224,9.138334890985416,8.758124183011018,7.617492059087826,9.22853571314596,9.22853571314596
2022-01-26 00:00:00+01:00,8.268615952015372,8.587005230185,8.26386376501141,8.506219863891602,512430,0.0,0.0,0,0.0,1.0,8.828885650634765,,1.0,0,0.028735661349494013,1.028735661349494,37.916699591646655,0,0.0,1.0,,,False,False,1.0,0,0.0,1.0,,,,0.2584500667346454,8.26861572265625,7.880940622554282,9.043965922860187,8.656290822758217,7.4932655224523135,9.185957097845321,9.185957097845321
2022-01-27 00:00:00+01:00,8.354153929683221,8.558493449298641,8.330393899843443,8.449195861816406,467125,0.0,0.0,0,-0.0,1.0,8.770435237884522,,1.0,0,-0.0,1.028735661349494,38.31584551002689,0,-0.0,1.0,,,False,False,1.0,0,-0.0,1.0,,,,0.2562821726432563,8.506219863891602,8.121796604926717,9.27506638182137,8.890643122856487,7.737373345961832,9.145081627156706,9.145081627156706
2022-01-28 00:00:00+01:00,8.449195205246289,8.4777074201158,8.249607888385762,8.406426429748535,441657,0.0,0.0,0,-0.0,1.0,8.718637561798095,,1.0,0,-0.0,1.028735661349494,41.26988027579027,0,-0.0,1.0,9.276056796211256,8.164070330629961,False,False,1.0,0,-0.0,1.0,8.855972528457642,9.422163099875942,8.289781957039342,0.25426912686374076,8.449195861816406,8.067792171520795,9.21200324240763,8.830599552112018,7.686388481225184,9.105841175295637,9.105841175295637
2022-01-31 00:00:00+01:00,8.420682044134114,8.544236183166504,8.316136652516077,8.544236183166504,445935,0.0,0.0,0,0.0,1.0,8.66303825378418,,1.0,0,0.0,1.028735661349494,44.181020314246275,0,0.0,1.0,9.276056796211256,8.164070330629961,False,False,1.0,0,0.0,1.0,8.824846410751343,9.38770939895248,8.261983422550207,0.2523998699913612,8.406426429748535,8.027826624761493,9.163626039722619,8.785026234735577,7.6492268197744515,9.06817034150901,9.06817034150901
2022-02-01 00:00:00+01:00,8.615516969248409,8.710558891296387,8.539483794164804,8.710558891296387,1268511,0.0,0.0,0,0.0,1.0,8.636426734924317,,1.0,0,0.0,1.028735661349494,43.57298446368812,0,0.0,1.0,9.22853571314596,8.164070330629961,False,False,1.0,0,0.0,1.0,8.80702610015869,9.360589578711206,8.253462621606175,0.2465909576442342,8.544236183166504,8.174349746700152,9.284009056099206,8.914122619632856,7.8044633102338015,9.032006341073847,9.032006341073847
2022-02-02 00:00:00+01:00,8.74382392123384,8.853121504982349,8.71531170512271,8.75808048248291,326834,0.0,0.0,0,0.0,1.0,8.613616847991944,,1.0,0,0.0,1.028735661349494,43.69567853998574,0,0.0,1.0,9.22853571314596,8.164070330629961,False,False,1.0,0,0.0,1.0,8.78778018951416,9.319620882045172,8.25593949698315,0.2391603616472148,8.710558891296387,8.351818348825564,9.428039976238031,9.06929943376721,7.9930778063547425,8.997288900656091,8.997288900656091
2022-02-03 00:00:00+01:00,8.791344157264328,8.796096343953606,8.587004661560059,8.587004661560059,351709,0.0,0.0,0,-0.0,1.0,8.555641460418702,,1.0,0,-0.0,1.028735661349494,42.49470283700521,0,-0.0,1.0,9.22853571314596,8.164070330629961,False,False,1.0,0,-0.0,1.0,8.764257431030273,9.287858407211672,8.240656454848875,0.23701259884338138,8.75808048248291,8.402561584217839,9.469118279013054,9.113599380747981,8.047042685952766,8.963960157855047,8.963960157855047
2022-02-04 00:00:00+01:00,8.677294395882466,8.677294395882466,8.510971487305484,8.587004661560059,357365,0.0,0.0,0,0.0,1.0,8.519525623321533,,1.0,0,0.0,1.028735661349494,37.614697901779245,0,0.0,1.0,9.22853571314596,8.164070330629961,False,False,1.0,0,0.0,1.0,8.744773960113525,9.264292104181898,8.225255816045152,0.23196333525292426,8.587004661560059,8.239059658680672,9.282894667318832,8.934949664439445,7.891114655801286,8.931964564766043,8.931964564766043
2022-02-07 00:00:00+01:00,8.648781840875895,8.648781840875895,8.472954565858032,8.49671459197998,426241,0.0,0.0,0,-0.0,1.0,8.53140573501587,,1.0,0,-0.0,1.028735661349494,38.22846701601834,0,-0.0,1.0,9.22853571314596,8.164070330629961,False,False,1.0,0,-0.0,1.0,8.730992937088013,9.261364696229553,8.200621177946473,0.22795361666470557,8.587004661560059,8.245074236563001,9.270865511554176,8.928935086557116,7.903143811565942,8.9012487954006,8.9012487954006
2022-02-08 00:00:00+01:00,8.477707692980438,8.487212067038508,8.2686159956379,8.368410110473633,574645,0.0,0.0,0,-0.0,1.0,8.541385173797607,,1.0,0,-0.0,1.028735661349494,35.68284411407434,0,-0.0,1.0,9.22853571314596,8.164070330629961,False,False,1.0,0,-0.0,1.0,8.709370994567871,9.261404922620073,8.15733706651567,0.22796397235594665,8.49671459197998,8.15476863344606,9.18060650904782,8.8386605505139,7.812822674912141,8.871761656809774,8.871761656809774
2022-02-09 00:00:00+01:00,8.41117837770306,8.74857547883819,8.41117837770306,8.710558891296387,429548,0.0,0.0,0,0.0,1.0,8.561819076538086,,1.0,0,0.0,1.028735661349494,40.16392903290013,0,0.0,1.0,9.22853571314596,8.164070330629961,False,False,1.0,0,0.0,1.0,8.695352363586426,9.23210220010974,8.158602527063113,0.23883550064227593,8.368410110473633,8.01015685951022,9.08491661240046,8.726663361437046,7.651903608546805,8.84345400376258,8.84345400376258
2022-02-10 00:00:00+01:00,8.75332745220975,8.824608438814728,8.66303771910375,8.739070892333984,444765,0.0,0.0,0,0.0,1.0,8.590806579589843,,1.0,0,0.0,1.028735661349494,45.08926711596998,0,0.0,1.0,9.22853571314596,8.164070330629961,False,False,1.0,0,0.0,1.0,8.680620908737183,9.195129181501889,8.166112635972476,0.2333165877186118,8.710558891296387,8.360584009718469,9.410508654452222,9.060533772874305,8.010609128140551,8.164070330629961,8.164070330629961
